Content,Sentiment
"['much', 'homework', 'today']",worry
"['kalii', 'im', 'sorri', 'lol', 'waitt', 'think', 'mum', 'would', 'still', 'let', 'bday', 'stuff', 'weekend']",sadness
"['loulou_de_b', 'email', 'get', 'peopl', 'want', 'arent', 'site', 'shame', 'trouser']",sadness
"['dublins98dav', 'doneganland', 'ticket']",surprise
"['mylivetweet', 'u', 'via', 'evregirl', 'meet']",neutral
"['wait', 'hetzner', 'fix', 'server', 'seem', 'like', 'interspir', 'sendstudio', 'caus', 'problem']",worry
"['barnsley', 'keep', 'davey', 'sign', 'new', 'experienc', 'striker']",neutral
"['redbaff', 'alright', 'joke', 'say', 'wine', 'fool', 'mayb', 'dont', 'like', 'drink']",sadness
"['ugh', 'rude']",surprise
"['msalonen', 'cant', 'get', 'load', 'want', 'everyon', 'see', 'quotbett', 'davi', 'eyesquot', 'remix', 'video', 'today', 'boooooo']",sadness
"['neighbor', 'cat', 'die', 'realli', 'love']",worry
['noth'],neutral
"['bagginsboy', 'oh', 'yes', 'feast', 'leave']",sadness
"['actual', 'mileston', 'due', '3', 'high', 'profil', 'project', 'next', '2', 'week', 'amp', 'schedul', 'vacat']",worry
"['wake', 'teeth', 'realli', 'hurt', 'rubber', 'band']",worry
"['cant', 'wait', 'see', 'marco', 'later', 'feel', 'best']",sadness
"['burn', 'fuck', 'hand', 'today']",worry
"['googl', 'adsens', 'incom', '6', 'month', 'payment', 'indian', 'govt', 'happi', 'fall', 'publish', 'sad']",worry
"['labelladiva', 'blog', 'yet', 'miss', 'write']",worry
"['salari', 'actual', 'spend', 'money', 'hooray', 'time', 'go', 'shop', 'dinner', 'ahora', 'say', 'goodby', 'yusufyusuf']",happiness
"['edma', 'brain', 'becom', 'convert', 'ed', 'ive', 'convert', 'lm', 'past', '2', 'yrs', 'everi', '5', 'min', 'everi', 'singl', 'day']",worry
"['dangit', 'get', 'kiss', 'album', 'wrong', 'color']",sadness
"['lose', 'makeup', 'bag', 'tragicluckili', 'keep', '4', 'diff', 'place', 'get', 'ta', 'replac', 'bare', 'escentu', 'tearrrrrrrr']",relief
"['msmyer', 'would', 'easi', 'user', 'manual', 'enough', 'claim', 'bike']",neutral
"['rip', 'robin', 'washington', 'park', 'librari']",sadness
"['academi', 'rector', 'ton', 'tutor', 'look', 'like', 'way', 'go', 'sinc', 'good', 'trix', 'draw', 'engin', 'mana', 'accel', 'go']",neutral
"['iamepiclyamazin', 'butwhi']",neutral
"['jaylastarr', 'guess', 'interest']",sadness
"['kimp19', 'know', 'alreadi', 'two', 'week']",sadness
"['kno', 'theyr', 'guilti', 'pleasur', 'like', 'shop', 'diorchick0420']",love
"['wake', 'aspir', 'stomach', 'acid', 'im', 'pray', 'dont', 'acid', 'reflux', 'one', 'time', 'thing']",worry
"['school', 'go', 'absolut', 'horribl', 'today', 'peac', '09']",sadness
"['brianlehr', 'one', 'day', 'want', 'listen', 'live', 'stream', 'enjoy', 'podcast', 'time']",sadness
"['ughcold', 'dank']",love
"['drive', 'work', 'run', 'late', 'like', 'alway', 'time', 'starbuck']",sadness
"['almost', 'get', 'kitti', 'yesterdaybut', 'didnt', 'work']",worry
"['much', 'inform']",worry
"['doesnt', 'want', 'go', 'work']",worry
"['danperri', 'way', 'let', 'know', 'want', 'schedul', 'round', 'two', 'play', 'highland', 'wood', 'monday', 'shoot', '96']",neutral
"['sit', 'airport', 'wait', 'denalisangel', 'get', 'herei', 'get', 'earli', 'surpris', 'cant', 'find']",worry
"['go', 'marseethey', 'chang', 'store', 'around', 'amp', 'felt', 'though', 'interrupt', 'staff']",worry
"['school', 'yet', 'im', 'readi', 'vacat', 'alreadi']",worry
"['dog', 'get', 'hit', 'car', 'front', 'jami', 'hous']",sadness
"['baaaaaaaah', 'there', 'mega', 'cockroach', 'kitchen', 'one', 'kill', 'heeeeelp', 'haha', 'retard', 'cat', 'help']",worry
['careless'],worry
"['booo', 'dario', 'let', 'tk', 'get', 'hair', 'cut']",sadness
"['mikeavila', 'ack', 'read', 'show', 'that', 'horribl', 'account', 'tast']",anger
"['work', 'today', 'go', 'shop', 'relax', 'amplearn', 'toefl']",neutral
"['puppi', 'sick', 'one', 'put', 'hand', 'momma', 'gt']",worry
"['cant', 'feel', 'weekend', 'fever', 'anymor', 'everyday', 'day']",neutral
"['well', 'friend', 'think', 'today', 'gon', 'na', 'one', 'daysa', 'work', 'day']",neutral
"['puppi', 'kill', 'cat', 'lastnightthey', 'think', 'stuf', 'anim', 'rip', 'meani', 'httpyfrogcom104m6wj']",worry
"['hildy77', 'yike', 'suck', 'tv', 'hope', 'anim', 'wilder', 'harstad', 'oslo', 'enjoy']",neutral
"['bodi', 'decid', 'good', 'time', 'wake', 'everi', 'morn', '8', 'mayb', 'dean', 'wait', 'dream']",worry
"['jonathanrknight', 'im', 'realli', 'sad', 'didnt', 'give', 'answer']",worry
"['thomasfiss', 'drewryanscott', 'jus', 'listen', '2', 'okay', 'nice', 'lik', 'ive', 'thinkin', 'abt', 'thoma', 'throughout', 'e', 'whole', 'song', 'luv', 'ya']",love
"['frankiethesat', 'mollieoffici', 'rochellewiseman', 'unaheali', 'vanessawhit', 'post', 'man', 'pat', 'amp', 'still', 'birthday', 'card', 'yous']",worry
"['still', 'fight', 'cold', 'ugh']",worry
"['horribl', 'lauren', 'cant', 'go', 'arghhh', 'realli', 'fanci', 'go', 'tonight', 'look', 'like', 'day', 'night', 'grrreeaaattt']",worry
"['boil', 'offic', 'air', 'con', 'any1']",boredom
"['cant', 'seem', 'find', 'new', 'mountain', 'dew', 'throwback', '12', 'packson', '1', 'liter', 'bottl']",worry
"['castlebar', 'doesnt', '3d', 'im', 'go', 'galway', 'see', 'jb', '3d', 'movi', 'could', 'next', 'week', 'one']",neutral
"['mad', 'tire', 'hol', 'miss', 'chomp', 'chomp', 'terribl']",worry
"['today', 'go', 'ah', 'give', 'notic', 'boss', 'today', 'go', 'upset', 'im', 'total', 'stress']",worry
"['to_the_moon', 'mean', 'mrjimbob', 'jim', 'bob', 'obvious', 'chimine', 'fruitbat', 'think', 'jim', 'bob', 'play', 'brixton', 'weekend', 'cldnt', 'go']",neutral
"['frankiethesat', 'hey', 'plz', 'look', 'gt', 'httpwwwtwitpiccom5m7vd', 'lt', 'u', 'think', 'plz', 'tell']",neutral
"['tummi', 'hurtsagain']",worry
"['mublogg', 'weird', 'sudden', 'blogtalkradio', 'give', 'domain', 'find', 'error', '5', 'minut', 'ago']",worry
"['long', 'todo', 'list', 'littl', 'desir']",worry
"['iod2009', 'arriv', 'tomorrow', 'morn', '7', 'earli']",worry
"['greenwichlad', 'oh', 'let', 'clarifyknow', 'lot', 'nice', 'peopl', 'live', 'think', 'alway', 'breed', 'grind', '4', 'bnp']",anger
"['follow', 'peopl', 'around', 'though', 'mani', 'webdesign', 'twitter']",surprise
"['babi', 'cardin', 'fall', 'nest', 'dont', 'want', 'get', 'attack', 'mom', 'bird', 'dont', 'want', 'dog', 'get', 'bird']",worry
"['heater', 'blow']",worry
"['sorri', 'let']",worry
"['sever', 'hour', 'final', 'site', 'back', 'onlin', 'silli', 'dns', 'set', 'mistak']",relief
"['today', 'start', 'well']",sadness
"['seeeeeeeeed', 'tengo', 'sed']",neutral
"['speedysari', 'know', 'mayb', 'forget', 'like', 'christma', 'juli']",worry
"['final', 'beauti', 'sunni', 'day', 'atlanta', 'bad', 'im', 'stick', 'insid', 'work']",happiness
"['onlyme614', 'girl', 'yes', 'cant', 'see', 'wont', 'gross', 'enough']",sadness
"['kosovar', 'get', 'limit', 'sell', '94', 'even', 'pretti', 'much', 'cover', 'commiss', 'didnt', 'like', 'entri', 'one']",worry
"['work', 'still', 'sick']",sadness
"['miss', 'fma']",worry
"['forget', 'much', 'miss', 'tribe', 'til', 'limit', 'access', 'talk', 'spotti', 'internet', 'countri', 'wont', 'long']",sadness
"['jack_o_c', 'im', 'serious', 'screw', 'havent', 'studi']",worry
"['nervous', 'want', 'thing', 'deal', 'alreadi', 'suck', 'import', 'life', 'stuff', 'air']",worry
"['mel', 'best', 'hurri', 'back', 'asda', 'im', 'hungri']",worry
"['get', 'half', 'hour', 'ago', 'ugh', 'much', 'sleep']",relief
"['clean', 'old', 'apart', 'today', 'yay']",boredom
"['last', 'friday', 'high', 'school', 'year']",sadness
"['cant', 'buy', 'nokia', 'n97', 'amazon', 'say', 'quotcannot', 'ship', 'addressquot']",surprise
"['last', 'full', 'day', 'vacat']",neutral
"['oh', 'shit', 'forget', 'eat', 'grumbl', 'grumbl']",worry
"['djpayc', 'wan', 'na', 'play', 'golf']",neutral
"['tri', 'wake', 'find', 'hard']",neutral
"['jasonbett', 'poor', 'get', 'outsid', 'sleep', 'garden', 'sun', 'good', 'dont', 'forget', 'suncream']",neutral
"['sick', 'today']",sadness
"['luketurcott', 'hulu', 'germani', 'suck']",hate
"['cant', 'think', 'way', 'express', '140', 'char', 'disspoint', 'advertis', 'lifehack', 'didnt', 'buy', 'mac', 'articl']",hate
"['jackfaulkn', 'dont', 'time', 'get', 'work', 'later']",worry
"['ugh', 'feel', 'like', 'shit', 'gon', 'na', 'call', 'class', 'today', 'hope', 'doesnt', 'affect', 'grade']",worry
"['soo', 'bore', 'lovley', 'day', 'outsid', 'nuttin']",neutral
"['current', 'work', 'sdps', 'prototyp', 'much']",worry
"['fuschiafoot', 'sell', 'hit', 'cash', 'take', 'tax', 'tip', 'drawer', 'end', '5', 'dollar', 'short', 'idk', 'caus']",enthusiasm
"['want', 'read', 'twilight', 'day', 'work', 'stupid', 'cher', 'function']",hate
"['today', 'fuck', 'suck']",worry
"['fearnecotton', 'sing', 'rememb', 'alwaysss', 'hear', 'radio', '1', 'never', 'catch', 'artist']",neutral
"['environment', 'studi', 'drive', 'mental']",neutral
['sun'],worry
"['inotherwords_c', 'reheadach', 'wife', 'situat', 'final', 'decid', 'go', 'med', 'much']",worry
"['ipod', 'touch', 'worth', 'money', 'im', 'think', 'buy', 'one', 'ipod', 'dead', 'sinc', 'morn']",worry
"['mselliott09', 'hahaha', 'thank', 'clear']",happiness
"['keheliya', 'forget', 'complet', 'abt', 'upload', 'assignemtn', 'remmeb', 'cos', 'ur', 'twit']",worry
"['wiki', 'project', 'go', 'wait', 'anoth', 'month', 'manag', 'think', 'need', 'load', 'time', 'prepar', 'halv', 'workload']",worry
"['themandymoor', 'good', 'morn', 'sunshin', 'sleepytown', 'sleepi']",happiness
"['rockergirl75', 'also', 'ride', 'giant', 'squidswho', 'know', 'ama', 'hafta', 'go', 'ill', 'tri', 'get', 'later', 'love', 'xxx']",love
"['get', 'readi', 'day', 'work', 'till', 'close']",happiness
"['work', 'actual', 'work']",neutral
"['find', 'wont', 'know', 'uni', 'result', 'year', '17th', 'juli', 'earliest', 'hate', 'wait']",worry
"['smileyquanta', 'oh', 'good', 'ive', 'want', 'watch', 'movi', 'nooobodi', 'would', 'watch', 'wme']",sadness
"['wish', 'go', 'pxi', 'summer', 'jam', 'never', 'seem', 'win']",worry
"['kristinhold', 'aww', 'im', 'sad', 'didnt', 'get', 'go', 'go', 'away', 'parti', 'stupid', 'work']",sadness
"['kgwsunris', 'miss', 'guy', 'morn', 'im', 'tacoma', 'w', 'kgw', 'start', 'day']",neutral
"['fuschiafoot', 'didnt', 'hit', 'right', 'button', 'write', 'sheat', 'tho', 'think', 'cafe', 'currenc', 'button', 'im', 'sorri']",worry
"['malena_mus', 'aah', 'stop', 'get', 'updat', 'home', 'page', 'sadddim', 'guna', 'refollow', 'work', 'tswift']",neutral
"['thereallilza', 'wut', 'itel', 'u', 'yesterday', 'lol']",love
"['starv', 'amp', 'chem', 'quiz', 'due', 'noon']",worry
"['want', 'go', 'white', 'sand', 'today', 'forecast', 'say', 'thunderstorm']",worry
"['happi', 'fridaynot', 'happi', 'rain']",happiness
"['i_dulay', 'swear', 'take', '2', 'hour', 'get', 'bel', 'air', 'alabang', 'yes', 'love', 'reminisc', 'hk', 'trip', 'amp', 'cdeocampo']",happiness
"['go', 'last', 'theater', 'lunch', 'im', 'gon', 'na', 'cri']",sadness
"['iamepiclyamazin', 'buthesmin', 'tell', 'coupl', 'week', 'ago', 'didnt', 'find', 'guy', 'hot', 'apart', 'one']",worry
"['spend', 'time', 'explor', 'atlas', 'hercul', 'crater', 'refind', 'thing', 'uma', 'oph', 'ser', 'caput', 'amp', 'saturn', 'w', 'fog', 'eyepiec', 'home', '2a']",neutral
"['elledeutsch', 'ok', 'text', 'numberi', 'didnt', 'save', 'sim']",neutral
"['write', 'bore', 'part', 'paper', 'hmm', 'sun', 'shine', 'feel', 'like', 'work', 'howev']",sadness
"['pray', 'ryan', 'smith', 'ampamp', 'mike', 'fernandez']",neutral
"['friday', 'sun', 'shine', 'quit', 'warm', 'alreadi', 'walk', 'dog', 'freaki', 'hyper']",surprise
"['knightinq', 'noe', 'lt3', 'nathan', 'say', 'hed', 'wear', 'tie', 'ralli', 'miss']",love
"['comput', 'pleas', 'stop', 'loud', 'work']",worry
"['mcraddict', 'okay']",neutral
"['last', 'night', 'paper', 'write', 'sessionstil', 'do', 'need', 'priorit', 'better']",worry
"['need', 'mug', 'chin', 'doesnt', 'feel', 'like']",neutral
"['heathersnotbsc', 'think', 'much', 'miss', 'tdub']",worry
"['hate', 'cover', 'store']",neutral
"['ericmm76', 'what', 'sad', 'actual', 'googl', 'term', 'suck', 'tho']",hate
"['taylorswift13', 'soooooo', 'wish', 'could', 'im', 'school', 'myspac', 'complet', 'block']",sadness
"['werewolfjacob', 'thank', 'shout', 'outwhen', 'get', 'time', 'chat', 'come', 'back', 'miss', 'terribl']",sadness
"['jennyreyn', 'fail', 'fanci', 'pit', 'stop', 'cuppa', 'know', 'lol']",fun
"['sick', 'life', 'im', 'never', 'go', 'good', 'want', 'need', 'xoxoxo', 'lt3']",worry
"['want', 'smoke', 'cig', 'doesnt', 'lighter']",love
"['start', 'daya', 'long', 'friday']",neutral
"['duuuud', 'tim', 'say', 'theyr', 'make', 'red', 'vs', 'blue', 'anim', 'seri', 'itll', 'either', 'adult', 'swim', 'g4', 'hope', 'coz', 'dont', 'g4']",enthusiasm
"['c0v89', 'know', 'season', 'zoom']",love
"['thomasphantom', 'dont', 'one', 'yet', 'hope', 'ill', 'poni', 'one', 'soon', '15quot', 'definit', 'hit', 'wall']",worry
"['goooooodmor', 'dont', 'want', 'yat', 'happi', 'birthday', 'its_ayge']",love
"['sure', 'cant', 'get', 'tweetdeck', 'work', 'comput', 'want', 'know', 'hype']",hate
['speakingspeak'],neutral
"['wow', 'tomorrow', 'ill', 'never', 'see', 'peopl', 'kind', 'sad']",sadness
"['ulcer', 'music', 'ulcerrif', 'ulstacular', 'stomach', 'bleed', 'fun', 'whole', 'famili', 'appar', 'even', 'two', 'drink']",fun
"['show', 'hous', 'rock', 'say', 'goodby', 'soon']",neutral
"['list', 'banana', 'leav', 'europ', 'boooo']",neutral
"['hes', 'back', 'oh', 'noe', 'miss', 'work', 'insan', 'band', 'realli', 'take', 'havent', 'moment']",sadness
"['tvs', 'bust', 'screen', 'turn', 'white', 'nanosecond', 'make', 'quick', 'quotpoppingquot', 'sound']",surprise
"['im', 'fat', 'sad', 'puffyn']",worry
"['mcrmuffin', 'couldnt', 'last', 'night', 'caus', 'fell', 'asleep', 'like', 'retard', 'agh']",worry
"['enjoy', 'explor', 'n96', 'phone', 'grr', 'awesom', 'want', 'samsung', 'omnia']",enthusiasm
"['lone', 'gosforth', 'galleri', 'excit', 'meal', 'six', 'follow', 'antoni', 'johnson', 'tonight', 'woohoo']",happiness
"['internetz', 'busi', 'friday', 'morn', 'googl', 'wave', 'hulu', 'desktop', 'microsoft', 'bing', 'tweeti', 'updat', 'megan', 'fox', 'wonder', 'woman']",neutral
"['sore', 'throat', 'good', 'four', 'perform', 'weekend']",worry
"['never', 'get', 'followfriday']",sadness
"['xkaraxcupcakex', 'im', 'sorri', 'sad']",sadness
"['oh', 'hell', 'forget', 'nonalcohol', 'cider', 'monday', 'dinner', 'mpp', 'teetotal', 'must', 'drive', 'waupoo', '7', 'case', 'wine', 'car']",worry
"['way', 'burial']",happiness
"['laura_mckay2009', 'sad', 'sit', 'insid', 'mobil', 'signal', 'wont', 'work', 'garden', 'ill', 'open', 'wine', 'bang', '5pm', 'though']",sadness
"['suffer', 'benadryl', 'hangov', 'morn', 'killer', 'headach', 'ugh']",hate
"['garden', 'go', 'well', 'almost', 'corn', 'pea', 'onion', 'beet', 'yet', 'though']",worry
"['good', 'morn', 'twitt', 'anoth', 'gloomi', 'day', 'nyc']",neutral
"['bdule', 'instal', 'crash', 'toward', 'end', 'instal']",worry
"['meet', 'folk', 'whilegonna', 'b', 'work', 'weekend']",neutral
"['jenisus', 'aww', 'go', 'class', 'day', 'imma', 'weird', 'half', 'day', 'thing', 'caus', 'wan', 'na', 'see']",worry
"['gprado', 'awww', 'hate', 'one']",hate
"['pixl', 'hahahahhahaha', 'true', 'could', 'realli', 'stretch', 'stuff', 'shame', 'rem', 'dog', 'get', 'mad', 'tri', 'put', 'avi', 'face']",happiness
"['garrulous_g', 'cours', 'cough', 'mean', '15', 'hour', 'extra', 'test', 'debug', 'time']",enthusiasm
"['xjaded25x', 'help']",sadness
"['devjavanet', 'slowest', 'websit']",surprise
"['iamepiclyamazin', 'bahah', 'butnick']",surprise
"['back', 'kill', 'wont', 'keep', 'drop', 'lowhop', 'get', 'someon', 'pick', 'back', 'tho', 'lol']",worry
"['andre_mitchel', 'ive', 'never', 'opera', 'beforedont', 'think']",surprise
"['attend', 'matthew', 'senior', 'day', 'recognit', 'im', 'readi']",worry
"['kinanlw', 'live', 'philippin', 'gtlt', 'honest', 'wan', 'na', 'live', 'somewher', 'snow']",hate
"['headach', 'alreadi', 'boo']",surprise
"['stick', 'offic', 'till', '5', 'warm', 'outsid']",sadness
"['dwhelan', 'ive', 'wonder', 'rake', 'client', 'make', 'clear', 'net', 'dont', 'forc', 'dev', 'learn', 'new', 'lang', 'agil', 'ccnet']",sadness
"['ancient', 'ipod', 'near', 'death']",worry
"['sorri', 'paul', 'scheur', 'prison', 'break', 'seri', 'final', 'suck', 'mani', 'level']",hate
"['yay', 'firday', 'good', 'one', 'everyon', 'way', 'work', 'lot', 'work', 'pend']",happiness
"['search', 'dr', 'scholl', 'sandal', 'insert', 'men', 'seem', 'make', 'women']",worry
"['3', 'teardrop']",neutral
"['come', 'bell', 'ring', 'want', 'go', 'outsid']",neutral
"['craigeryowen', 'work', 'movi', 'theatr', 'toledo', 'id', 'let', 'come', 'see', 'free', '3d']",worry
['bore'],empty
['2'],worry
"['hope', 'come', 'todayit', 'almost', '8', 'ill', 'leav', '830', 'dont', 'show', 'upi', 'love', 'amp', 'good', 'morn']",love
"['fuzzydav', 'yvr', 'fog', 'delay', 'sfo', 'cant', 'leav', 'yet']",worry
"['fosforo', 'shame']",worry
"['ost8doc', 'sorrybut', 'bet', 'arent', 'bad']",relief
"['oop', 'spend', 'much', 'alreadi', 'lol', '50', 'quid', 'go']",sadness
"['mdurwin', 'yes', 'notic', 'retweet']",neutral
"['take', 'babi', 'vet', 'today']",enthusiasm
"['changhee07', 'cig', 'lighter']",neutral
"['ive', 'sick', 'past', 'day', 'thus', 'hair', 'look', 'wierd', 'didnt', 'hat', 'would', 'look', 'httptinyurlcommnf4kw']",sadness
"['get', 'ta', 'go', 'bye', 'twitterland', 'good', 'night', 'ill', 'tri', 'sleep', 'recov', 'easili', 'still', 'sick', 'bye']",relief
"['recess', 'hit', 'veroniqu', 'branquinho', 'quit', 'compani', 'shame']",sadness
"['emz2009', 'sad', 'emma', 'u', 'sad', 'leav', 'show', 'xx']",worry
"['ugh', 'damn', 'usual', 'babysitt', 'graduat', 'wednesday', 'get', 'meet', 'request', 'boss', 'graduat']",hate
"['forget', 'set', 'alarm', '6am', 'ride', 'hope', 'get', 'easi', 'mile', 'work', 'tomorrow', 'racin', 'gap']",worry
"['apostrophem', 'im', 'real', 'boy', 'goddamit', 'guh', 'apostro', 'feel', 'sad', 'librari', 'ladi', 'think', 'im', 'stupid', 'shes', 'stupid', 'j']",sadness
"['lkenner', 'ask', 'time']",worry
"['memow', 'think', 'final', 'think', 'kind', 'cheap', 'way']",boredom
"['djstweet', 'know', 'joke', 'good', 'fun', 'peopl', 'get', 'humor', 'amp', 'dont']",fun
"['soyko', 'spammedtrol', 'howardforumscom', 'well', 'keep', 'bump', 'thread']",neutral
"['where', 'poss', 'miss']",sadness
"['im', 'saddest', 'right', 'lose', 'mobil', 'phone', 'earphon', 'waz', 'feel', 'littl', 'incomplet', 'feel']",sadness
"['mlbliss', 'let', 'us', 'know', 'happen', 'poor', 'littl', 'guy']",worry
"['wasnt', 'workin', '5', 'hour', 'id', 'gettin', 'ratars', 'point', 'couldnt', 'even', 'see', 'let', 'alon', 'stand', 'upthat', 'shit', 'feel']",sadness
"['erikvanbrakel', 'compani', 'polici', 'last', 'two', 'place', 'ive', 'work']",neutral
"['last', 'day', 'cgi', '09']",neutral
"['iamchrisc', 'im', 'soo', 'jealous', 'right']",happiness
"['hellocuppycak', 'yeah', 'guess', 'get', 'ta', 'wait', 'til', 'sometim', 'june']",neutral
"['natezim', 'well', 'arent', 'normal', '1', 'cant', 'drive', 'mexico', '18', '2', 'dairi', 'queen']",worry
"['wait', 'wait', 'wait', 'difficult', 'impati', 'lass', 'like']",worry
"['feel', 'today', 'way', 'stress']",worry
"['sore', 'throat', 'that', 'suck']",surprise
"['school', 'pointlesss', 'serious', 'though', '7', 'day', 'school', 'leave', 'watch', 'movi', 'make', 'powerpoint', 'let', 'leaveee']",hate
"['attend', 'cic', 'parent', 'orient', 'tomorrowne', 'wake', 'earli']",surprise
"['goin', 'aunt', 'weekend', 'wont', 'laptop', 'blahh']",neutral
"['quotim', 'give', 'dont', 'care', 'mess', 'life', 'nowquot']",hate
"['streetztalk', 'physic', 'bore', 'class', 'ever']",sadness
"['katcal', 'im', 'reli', 'mobil', 'lack', 'recept', 'tri', 'help', 'look', 'silli']",sadness
"['cant', 'get', 'along']",neutral
"['myoungpsu', 'must', 'miss', '940', 'sure', 'ill', 'make']",love
"['im', 'make', 'logo', 'photoshop', 'amp', 'didnt', 'work', 'hehe', 'tri', 'lah']",surprise
"['lewace11', 'suck', 'man']",sadness
"['grow', 'fat', 'today', 'gss', 'hxc', 'saw', 'full', 'hous', 'chanel', 'jc', 'pedder', 'red', 'ferragamo', 'great', 'econom', 'downturn']",sadness
"['want', 'work']",neutral
"['httptwitpiccom66ltb', 'finito', 'hunk', 'ah', 'hunk', 'burn', 'love', 'believ', 'camera', 'phone', 'stuf', 'stupid', 'blurry']",fun
"['dont', 'go', 'im', 'sorri', 'disappoint']",neutral
"['think', 'vicki', 'mom', 'hit', 'deer', 'stage', '3', 'roush']",worry
"['trixiestilletto', 'oh', 'sweeti', 'im', 'sorri', 'that', 'last', 'thing', 'need', 'right', 'hug']",love
"['want', 'ticket', 'concert']",neutral
"['mrs', 'reilli']",sadness
"['wake', 'annnnd', 'realis', 'miss', 'un', 'uber', 'sunni', 'dayscor']",happiness
"['strand', 'home', 'home', 'sg', 'long']",worry
"['want', 'starbuck']",neutral
"['wah', 'fav', 'whattaburg', 'locat', 'close', '31st', 'damn', 'good', 'thing', 'im', 'move', 'damn', 'monfri', 'wont']",sadness
"['saw', 'best', '1980s', 'back', 'comb', 'poofi', 'bang', 'morn', '30yo', '8', 'high', 'time', 'turn', 'around', 'go', 'pictur']",worry
['rain'],surprise
"['mif', 'discov', 'de', 'la', 'soul', 'quotstak', 'highquot', 'cassett', 'itunesamazon', 'dont', 'sell', 'digit', 'copi']",surprise
"['probal', 'bring', 'box', 'kleenex', 'schoool', 'today', 'im', 'go', 'cri', 'much']",worry
"['work', 'boo']",empty
"['notarichgirl', 'everyon', 'els', 'get', 'good', 'stuff']",fun
"['bf', 'move', 'citi', 'tomorrow', 'current', 'live', 'st', 'sad', 'far', 'away', 'far', 'street']",worry
"['get', 'ta', 'go', 'im', 'go', 'circus', 'real', 'circus', 'britney', 'tour', 'sad']",sadness
"['latinqueen83', 'end', 'stay', 'late', 'ur', 'night', 'lol']",worry
"['log', 'twitter', 'app', 'preserv', 'batteri', 'life']",neutral
"['cskli', 'kev', 'fuck', 'im', 'stick', 'westgat', 'work']",hate
"['katstopfeel', 'widddd', 'ill', 'bus', 'london', 'amp', 'also']",neutral
"['wate', 'next', 'metal', 'gear']",worry
['revis'],neutral
"['cut', 'thumb', 'break', 'coffe', 'pot']",worry
"['tpgraham', 'ac', 'tix', 'actual', '20', 'show', 'sell', 'id', 'get', 'tix', 'stubhub', 'pay', '70']",relief
"['oh', 'ew', 'that', 'bad', 'use', 'certain', 'lip', 'gloss', 'long', 'time', 'tri', 'wear', 'liter', 'make', 'lip', 'burn']",worry
"['work', 'logo', 'photoshop', 'amp', 'didnt', 'work', 'hehe', 'tri', 'lah']",worry
"['cholle2001', 'luckyyou', 'get', 'capoeira']",happiness
"['anikoheartsjon', 'littl', 'bite', 'sick', 'voic', 'nose', 'head', 'brother', 'share', 'microb', 'sigh', 'see', 'later']",love
"['final', 'finish', 'topic', 'quick', 'revis', 'break', 'far', 'heath', 'chang', 'conserv', 'parti']",relief
"['need', 'pizzac', 'get', 'offic']",sadness
"['mycaricatur', 'pleasur', 'sorri', 'hear', 'pollen', 'thing']",sadness
"['generat', 'fuck', 'apathet', 'parti', 'desert', '30', 'know', 'fun', 'age', 'group', 'generat', 'myspac']",hate
"['dont', 'want', 'go', 'work', 'tonight']",worry
"['claireyjonesi', 'lmao', 'want', 'repli', 'booooo', 'tommcfli', 'repli', 'one', 'us', 'lmfaoooo']",sadness
"['ahh', 'wake', 'forget', 'reset', 'alarm', 'clock']",neutral
"['never', 'get', 'invit', 'go', 'anywher']",hate
"['famousna', 'know', 'would', 'go', 'red', 'river', 'forget', 'bout', 'tire', 'work', 'need', 'donut', 'hole', 'eat', 'date', 'soon']",love
"['tiffany_in_va', 'im', 'get', 'updat', 'phone', 'im', 'tri', 'figur', 'make', 'sad']",sadness
"['yeha', 'break', 'page', 'damit', 'im', 'tri', 'fix', 'hope', 'dont', 'bank', 'communityfirstandtrust']",worry
"['katiekayx', 'come', 'back', 'anoth', 'year', 'pllleeeaaass']",neutral
"['think', 'thing', 'couldnt', 'get', 'wors', 'get', 'even', 'wors', 'tonight', 'bet', 'life', 'miseri']",worry
"['lstcinthabldg', 'im', 'good', 'im', 'laptop', 'use', 'extern', 'internet', 'plug', 'need', 'send', 'away', 'fix']",worry
"['home', 'marco', 'island', 'miss', 'girl', 'alreadyback', 'work']",sadness
"['get', 'back', 'home', 'disappoint', 'report', 'card']",neutral
"['fight', 'nagio', 'configur', 'great', 'tool', 'config', 'bite', 'labour']",empty
"['sigh', 'well', 'accident', 'click', 'back', 'space', 'mous']",hate
"['my2cynt', 'kitten', 'cute', 'grow', 'n', 'becom', 'cat']",worry
"['tell', 'verizon', 'send', 'anyon', '11', 'show', '10', 'get', 'ta', 'deal', 'bullshit', 'dunno', 'long', 'ill', 'offlin']",worry
"['hav', '8', 'follow']",sadness
"['ohmi', 'foot', 'hurt', '5', 'minut', 'take', 'though']",sadness
"['feelin', 'hot']",sadness
"['jaspercullen', 'would', 'think', 'youd', 'want', 'follow']",surprise
"['oh', 'adult', 'school']",worry
"['anticip', 'meet', 'tapan', 'parikh', 'appar', 'wont', 'pass', 'nairobi', 'head', 'straight', 'mombasa']",sadness
"['jonathanrknight', 'sorri', 'hear', 'ur', 'flight', 'get', 'cancel', 'blow']",worry
"['heyyy', 'where', 'tweet', 'go', 'shout', 'fuseboxradio', 'bc', 'list', 'alway', 'amaz']",neutral
"['im', 'current', 'feel', 'wrath', 'much', 'alcohol', 'consumpt']",worry
